dataset,missingness,method,W_train,W_test,R2_real,R2_fake,R2_comb,F1_real,F1_fake,F1_comb,coverage_train,coverage_test,percent_bias,coverage_rate,AW,class_score,time,R2_lin_real,R2_lin_fake,R2_lin_comb,F1_lin_real,F1_lin_fake,F1_lin_comb,R2_linboost_real,R2_linboost_fake,R2_linboost_comb,F1_linboost_real,F1_linboost_fake,F1_linboost_comb,R2_tree_real,R2_tree_fake,R2_tree_comb,F1_tree_real,F1_tree_fake,F1_tree_comb,R2_treeboost_real,R2_treeboost_fake,R2_treeboost_comb,F1_treeboost_real,F1_treeboost_fake,F1_treeboost_comb
wine_quality_red,MCAR(0.2 MissForest),GaussianCopula,0.7359079766,0.7993215239,0.3475731869,0.2134676117,0.3454589625,0,0,0,0.2967943706,0.56625,117.8586336,0.5090909091,8.780519084,0.561408044,1.846330404,0.3220754354,0.3016463417,0.3175398026,0,0,0,0.3179794107,0.270487282,0.305021473,0,0,0,0.4248786184,0.2373199303,0.4335457878,0,0,0,0.3253592829,0.04441689284,0.3257287867,0,0,0
wine_quality_red,MCAR(0.2 MissForest),TVAE,0.5133704018,0.5633707767,0.3475731869,0.2420014687,0.3588926528,0,0,0,0.6390930414,0.916875,2.04E+02,0.2787878788,7.94552913,4.51E-01,12.07624555,0.3220754354,0.2805681575,0.3169633527,0,0,0,0.3179794107,0.2161134971,0.3165107762,0,0,0,0.4248786184,0.2729729337,0.4372697712,0,0,0,0.3253592829,0.1983512864,0.3648267112,0,0,0
wine_quality_red,MCAR(0.2 MissForest),CopulaGAN,1.120066201,1.172468463,0.3475731869,-1.98E-01,0.3250196337,0,0,0,0.08459734167,0.24125,103.0846334,0.2303030303,4.140770594,0.5787097574,11.95813704,3.22E-01,-0.1030412976,0.2623111564,0,0,0,0.3179794107,-0.1711701293,0.2704599016,0,0,0,0.4248786184,-0.1289644649,0.4325071793,0,0,0,0.3253592829,-0.3896356801,0.3348002978,0,0,0
wine_quality_red,MCAR(0.2 MissForest),CTABGAN,0.6331058488,0.6801284035,0.3475731869,0.02803235231,0.3273878162,0,0,0,0.3694031796,0.6939583333,196.5841448,0.4363636364,11.84665774,0.4621794197,7.462456783,0.3220754354,0.1480985159,0.3072871065,0,0,0,0.3179794107,0.1452993777,0.2739575784,0,0,0,0.4248786184,0.1118085928,0.4179269279,0,0,0,0.3253592829,-0.2930770773,0.3103796517,0,0,0
wine_quality_red,MCAR(0.2 MissForest),stasy,0.6284713004,0.6962518629,0.3475731869,-0.9987700268,0.2620434172,0,0,0,0.4129267657,0.6185416667,112.0412096,0.2848484848,5.387894828,0.4785892699,340.7048353,0.3220754354,-0.7636960184,0.1147663765,0,0,0,0.3179794107,-1.509105363,0.2370870377,0,0,0,0.4248786184,-0.8388964096,0.3481603853,0,0,0,0.3253592829,-0.8833823163,0.3481598691,0,0,0
wine_quality_red,MCAR(0.2 MissForest),TabDDPM,0.3547923708,0.534512438,0.3475731869,0.2397191131,0.3430956554,0,0,0,0.9475110764,0.965625,200.07202,0.5515151515,12.56994005,0.4137328,116.7441487,0.3220754354,0.2656920921,0.3070674085,0,0,0,0.3179794107,0.2476513172,0.3063558499,0,0,0,0.4248786184,0.2841170415,0.4148798521,0,0,0,0.3253592829,0.1614160016,0.3440795112,0,0,0
wine_quality_white,MCAR(0.2 MissForest),oracle,0,0.4338781008,0.3677915875,0.3677915875,0.368465015,0,0,0,0.9856219159,0.9911564626,1.79E-15,1,16.008584,0.8335195898,0.0001564820608,0.2622624323,0.2622624323,0.2622624323,0,0,0,0.2939442049,0.2939442049,0.2897134971,0,0,0,0.4878961919,0.4878961919,0.4948203048,0,0,0,0.4270635209,0.4270635209,0.427063826,0,0,0
wine_quality_white,MCAR(0.2 MissForest),CTGAN,0.7364943916,0.7714375991,0.3677915875,-0.09069210268,0.317363514,0,0,0,0.236413136,0.4982993197,163.5883033,0.2166666667,3.507166321,0.4566947038,37.35202861,0.2622624323,-0.001822347326,0.2055024505,0,0,0,0.2939442049,-0.005636464676,0.1777079018,0,0,0,0.4878961919,-0.04619655475,0.4848041218,0,0,0,0.4270635209,-0.309113044,0.4014395817,0,0,0
wine_quality_white,MCAR(0.2 MissForest),GaussianCopula,0.6843215437,0.727545376,0.3677915875,0.1910904349,0.3572070587,0,0,0,0.3668708525,0.5589795918,1.60E+02,0.1777777778,6.411866954,5.91E-01,3.738716523,0.2622624323,0.2493814214,0.2623158223,0,0,0,0.2939442049,0.2149710861,0.2711272542,0,0,0,0.4878961919,0.2269383224,0.4823532123,0,0,0,0.4270635209,0.07307090981,0.4130319462,0,0,0
wine_quality_white,MCAR(0.2 MissForest),TVAE,0.4925191242,0.5274380793,0.3677915875,0.2340499926,0.3685321836,0,0,0,0.6035732517,0.8504761905,260.868323,0.1388888889,6.078025469,0.4571665708,30.0851895,0.2622624323,0.211371109,0.2632294783,0,0,0,0.2939442049,0.2376357961,0.2862194247,0,0,0,0.4878961919,0.2753833252,0.481197228,0,0,0,0.4270635209,0.2118097402,0.4434826035,0,0,0
wine_quality_white,MCAR(0.2 MissForest),CopulaGAN,0.912534029,0.9398574128,0.3677915875,-0.08827488694,0.3193030292,0,0,0,0.1632635698,0.3363265306,125.289169,0.1277777778,2.305244238,0.6058758552,39.84255576,0.2622624323,-0.0110983247,0.1915195517,0,0,0,0.2939442049,-0.0215511961,0.1998470615,0,0,0,0.4878961919,-0.04736129103,0.4833354905,0,0,0,0.4270635209,-0.2730887359,0.4025100132,0,0,0
wine_quality_white,MCAR(0.2 MissForest),CTABGAN,0.5073742081,0.550163479,0.3677915875,0.1646075716,0.3538318059,0,0,0,0.5649991492,0.8323129252,410.6895118,0.2555555556,8.35306127,0.4466148451,26.06612953,0.2622624323,0.1966752606,0.2600230813,0,0,0,0.2939442049,0.2023981358,0.2547013719,0,0,0,0.4878961919,0.2321486129,0.4863284071,0,0,0,0.4270635209,0.02720827716,0.4142743631,0,0,0
wine_quality_white,MCAR(0.2 MissForest),stasy,0.4900834433,0.5458994288,0.3677915875,-0.07833240029,0.3499615735,0,0,0,0.6690148035,0.8634693878,174.8983086,0.3333333333,9.416292696,0.4465233466,829.6917235,0.2622624323,0.0922043888,0.2284558196,0,0,0,0.2939442049,-0.5836166682,0.2637217988,0,0,0,0.4878961919,0.1189231322,0.4822165731,0,0,0,0.4270635209,0.05915954603,0.4254521026,0,0,0
wine_quality_white,MCAR(0.2 MissForest),TabDDPM,0.3476739009,0.4530162232,0.3677915875,0.2508347544,0.3628539021,0,0,0,0.9426067722,0.9774829932,233.640199,0.5,16.81433883,0.4106855677,121.1999653,0.2622624323,0.2481488584,0.2606146556,0,0,0,0.2939442049,0.243682415,0.2897097516,0,0,0,0.4878961919,0.3205932749,0.4831264522,0,0,0,0.4270635209,0.1909144695,0.417964749,0,0,0
tictactoe,MCAR(0.2 MissForest),oracle,0,2.033511155,0,0,0,0.8996244339,0.8996244339,0.9049324101,1,0.1440972222,0,0,0,0.8344014205,6.81E-05,0,0,0,0.9787439883,0.9787439883,0.9787439883,0,0,0,0.7195647636,0.7195647636,0.7195647636,0,0,0,0.9097889033,0.9097889033,0.9386755051,0,0,0,0.9904000804,0.9904000804,0.9827453833
tictactoe,MCAR(0.2 MissForest),CTGAN,1.884942023,2.318163109,0,0,0,0.8996244339,0.448517272,0.6846312396,0.4279373368,0.4930555556,0.00E+00,0,0,0.3796524249,7.615313689,0,0,0,0.9787439883,0.4082645955,0.5930292474,0,0,0,0.7195647636,0.4081761979,0.5964117919,0,0,0,0.9097889033,0.4731230114,0.7416556375,0,0,0,0.9904000804,0.5045052832,0.8074282815
tictactoe,MCAR(0.2 MissForest),GaussianCopula,1.851169707,2.314458873,0,0,0,0.8996244339,0.5326495729,0.7223657607,0.4427328111,0.5208333333,0,0,0,0.3755195021,0.8916520278,0,0,0,0.9787439883,0.5327965387,0.6473234709,0,0,0,0.7195647636,0.5312186852,0.6409893959,0,0,0,0.9097889033,0.5345310561,0.7745936708,0,0,0,0.9904000804,0.5320520115,0.8265565051
tictactoe,MCAR(0.2 MissForest),TVAE,1.523299134,2.070846424,0,0,0,0.8996244339,0.6279035679,0.7419962787,0.6100957354,0.5673611111,0,0,0,0.4074460917,2.872447173,0,0,0,0.9787439883,0.6229890234,0.6817435109,0,0,0,0.7195647636,0.6254407891,0.6583590323,0,0,0,0.9097889033,0.6270769811,0.7856128157,0,0,0,0.9904000804,0.636107478,0.8422697558
tictactoe,MCAR(0.2 MissForest),CopulaGAN,1.884942023,2.318163109,0,0,0,0.8996244339,0.448517272,0.6846312396,0.4279373368,0.4930555556,0,0,0,0.3796524249,4.982444843,0,0,0,0.9787439883,0.4082645955,0.5930292474,0,0,0,0.7195647636,0.4081761979,0.5964117919,0,0,0,0.9097889033,0.4731230114,0.7416556375,0,0,0,0.9904000804,0.5045052832,0.8074282815
tictactoe,MCAR(0.2 MissForest),CTABGAN,1.903918937,2.362989448,0,0,0,0.8996244339,0.4585979535,0.7023403019,0.4238468233,0.4802083333,0,0,0,0.3945908487,4.106386344,0,0,0,0.9787439883,0.4246224764,0.6203223308,0,0,0,0.7195647636,0.4267526275,0.6204502572,0,0,0,0.9097889033,0.4763259601,0.7532332948,0,0,0,0.9904000804,0.5066907502,0.8153553246
tictactoe,MCAR(0.2 MissForest),stasy,1.807667973,2.286731511,0,0,0,0.8996244339,0.5860993737,0.7480706782,0.5169712794,0.5454861111,0,0,0,0.4013638499,194.8147291,0,0,0,0.9787439883,0.597377351,0.6951861393,0,0,0,0.7195647636,0.5977932639,0.6713190052,0,0,0,0.9097889033,0.5677603488,0.786702782,0,0,0,0.9904000804,0.5814665313,0.8390747863
tictactoe,MCAR(0.2 MissForest),TabDDPM,1.212898347,2.01763224,0,0,0,0.8996244339,0.7700882111,0.8629634481,0.7088772846,0.4572916667,0,0,0,0.3696340809,300.1118374,0,0,0,0.9787439883,0.7340751573,0.8805413045,0,0,0,0.7195647636,0.6791210643,0.7046791636,0,0,0,0.9097889033,0.8057167272,0.9049694884,0,0,0,0.9904000804,0.8614398957,0.9616638359
congress,MCAR(0.2 MissForest),oracle,0,2.399776232,0,0,0,0.9466191907,0.9466191907,0.9468858772,0.9932950192,0.9310344828,0.00E+00,0,0,0.8322266662,5.30E-05,0,0,0,0.9278383913,0.9278383913,0.9278383913,0,0,0,0.95171629,0.95171629,0.95171629,0,0,0,0.9510797494,0.9510797494,0.9517972123,0,0,0,0.955842332,0.955842332,0.9561916151
congress,MCAR(0.2 MissForest),CTGAN,4.761148754,5.221799266,0,0,0,0.9466191907,0.6197468127,0.9200325785,0.2024904215,0.2475095785,0,0,0,0.4292333302,6.051335494,0,0,0,0.9278383913,0.6630871392,0.914348222,0,0,0,0.95171629,0.6535616114,0.913847765,0,0,0,0.9510797494,0.5878285485,0.9367354815,0,0,0,0.955842332,0.5745099518,0.9151988457
congress,MCAR(0.2 MissForest),GaussianCopula,4.092273112,4.597145668,0,0,0,0.9466191907,0.8511139125,0.9267331828,0.3383141762,0.4413793103,0,0,0,0.4130887249,1.025700569,0,0,0,0.9278383913,0.8870569253,0.9246962148,0,0,0,0.95171629,0.886795304,0.9240240892,0,0,0,0.9510797494,0.8504181991,0.9363082988,0,0,0,0.955842332,0.7801852215,0.9219041284
congress,MCAR(0.2 MissForest),TVAE,2.614517224,2.864284178,0,0,0,0.9466191907,0.8760013937,0.9367754041,0.5444444444,0.6651340996,0,0,0,0.4741107392,1.773781697,0,0,0,0.9278383913,0.8439159703,0.9334090708,0,0,0,0.95171629,0.8380403178,0.9275830847,0,0,0,0.9510797494,0.9142838085,0.9441510611,0,0,0,0.955842332,0.9077654781,0.9419583997
congress,MCAR(0.2 MissForest),CopulaGAN,4.761148754,5.221799266,0,0,0,0.9466191907,0.6197468127,0.9200325785,0.2024904215,0.2475095785,0,0,0,0.4292333302,6.065039873,0,0,0,0.9278383913,0.6630871392,0.914348222,0,0,0,0.95171629,0.6535616114,0.913847765,0,0,0,0.9510797494,0.5878285485,0.9367354815,0,0,0,0.955842332,0.5745099518,0.9151988457
congress,MCAR(0.2 MissForest),CTABGAN,4.936854439,5.273994758,0,0,0,0.9466191907,0.4324846632,0.9274053464,0.2908045977,0.3478927203,0,0,0,0.4364872509,5.597718557,0,0,0,0.9278383913,0.4384829492,0.928135764,0,0,0,0.95171629,0.442257215,0.9274780466,0,0,0,0.9510797494,0.4043025664,0.9328692809,0,0,0,0.955842332,0.4448959222,0.9211382942
congress,MCAR(0.2 MissForest),stasy,3.178264453,3.75048643,0,0,0,0.9466191907,0.925348797,0.9412872046,0.6111111111,0.7111111111,0,0,0,0.3942105927,137.4999623,0,0,0,0.9278383913,0.9296139298,0.9412295297,0,0,0,0.95171629,0.9302152759,0.9348952966,0,0,0,0.9510797494,0.927940073,0.9494222455,0,0,0,0.955842332,0.9136259095,0.9396017468
congress,MCAR(0.2 MissForest),TabDDPM,1.482044848,2.453234533,0,0,0,0.9466191907,0.9423278377,0.942454978,0.8040229885,0.7670498084,0,0,0,0.3829818183,377.2646759,0,0,0,0.9278383913,0.9409924316,0.9299303795,0,0,0,0.95171629,0.9458213508,0.943414274,0,0,0,0.9510797494,0.94000461,0.948360829,0,0,0,0.955842332,0.9424929585,0.9481144295
car,MCAR(0.2 MissForest),oracle,0,1.101833408,0,0,0,0.7444092371,0.7444092371,0.742508067,1,0.3285163776,0,0,0,0.8337711006,6.87E-05,0,0,0,0.8649293999,0.8649293999,0.8649293999,0,0,0,0.5903696489,0.5903696489,0.5903696489,0,0,0,0.6097108019,0.6097108019,0.5914898281,0,0,0,0.9126270976,0.9126270976,0.923243391
car,MCAR(0.2 MissForest),CTGAN,0.9662921462,1.270133713,0,0,0,0.7444092371,0.2407864737,0.3527087175,0.3094548963,0.5213872832,0,0,0,0.380122908,11.57532374,0,0,0,0.8649293999,0.2248619505,0.3219266308,0,0,0,0.5903696489,0.2222206354,0.288544036,0,0,0,0.6097108019,0.2531108745,0.3381122897,0,0,0,0.9126270976,0.2629524345,0.4622519135
car,MCAR(0.2 MissForest),GaussianCopula,0.8644766589,1.257460348,0,0,0,0.7444092371,0.2610723304,0.3866357068,0.3089725036,0.5294797688,0,0,0,0.342663661,0.6990725994,0,0,0,0.8649293999,0.2496810589,0.3802850701,0,0,0,0.5903696489,0.2502585267,0.3735140361,0,0,0,0.6097108019,0.2730195502,0.3408568665,0,0,0,0.9126270976,0.2713301858,0.4518868545
car,MCAR(0.2 MissForest),TVAE,0.7084514575,1.118321229,0,0,0,0.7444092371,0.4821157871,0.6114382641,0.4131693198,0.5493256262,0,0,0,0.3565406032,4.027417898,0,0,0,0.8649293999,0.5026358908,0.6810805647,0,0,0,0.5903696489,0.4831649061,0.5917593902,0,0,0,0.6097108019,0.4550257198,0.5110976545,0,0,0,0.9126270976,0.4876366317,0.6618154471
car,MCAR(0.2 MissForest),CopulaGAN,0.9662921462,1.270133713,0,0,0,0.7444092371,0.2407864737,0.3527087175,0.3094548963,0.5213872832,0,0,0,0.380122908,8.846918344,0,0,0,0.8649293999,0.2248619505,0.3219266308,0,0,0,0.5903696489,0.2222206354,0.288544036,0,0,0,0.6097108019,0.2531108745,0.3381122897,0,0,0,0.9126270976,0.2629524345,0.4622519135
car,MCAR(0.2 MissForest),CTABGAN,0.7424882265,1.129101861,0,0,0,0.7444092371,0.3749531856,0.4343875759,0.377761698,0.5820809249,0,0,0,0.3440815993,7.661606232,0,0,0,0.8649293999,0.3815780855,0.4213219083,0,0,0,0.5903696489,0.3790446443,0.4130100701,0,0,0,0.6097108019,0.3700898811,0.4132835662,0,0,0,0.9126270976,0.3691001314,0.4899347591
car,MCAR(0.2 MissForest),stasy,0.9057989946,1.192668846,0,0,0,0.7444092371,0.4687620338,0.6020085713,0.3824891462,0.5670520231,0,0,0,0.3837004317,346.3307944,0,0,0,0.8649293999,0.5436675059,0.6921099162,0,0,0,0.5903696489,0.4901822999,0.6186196249,0,0,0,0.6097108019,0.4031693571,0.4830353867,0,0,0,0.9126270976,0.4380289722,0.6142693572
car,MCAR(0.2 MissForest),TabDDPM,0.7696653553,1.200566285,0,0,0,0.7444092371,0.6668785282,0.7489368886,0.3268692716,0.3753371869,0,0,0,0.3813506771,288.1065786,0,0,0,0.8649293999,0.8204656326,0.8571352139,0,0,0,0.5903696489,0.5020549508,0.5925695154,0,0,0,0.6097108019,0.5818793862,0.6354016121,0,0,0,0.9126270976,0.763114143,0.9106412128
california,MCAR(0.2 MissForest),oracle,0,0,0.6559524382,0.6559524382,0.6605956374,0,0,0,1,0.9628552972,9.59E-16,1,0.3477156137,0.8334454317,0.0007090568542,0.5974351433,0.5974351433,0.5974351433,0,0,0,0.3911435852,0.3911435852,0.411008101,0,0,0,0.804350173,0.804350173,0.8024105089,0,0,0,0.8308808513,0.8308808513,0.8315287965,0,0,0
california,MCAR(0.2 MissForest),CTGAN,0,0,0.6559524382,-0.1749966946,0.6129061194,0,0,0,0.2613937339,0.5733850129,866.5423328,0.02962962963,0.3030894776,0.442593417,140.6317995,0.5974351433,-1.699683626,0.522328471,0,0,0,0.3911435852,0.2756118438,0.3730044972,0,0,0,0.804350173,0.4082993117,0.7698965622,0,0,0,0.8308808513,0.3157856924,0.7863949472,0,0,0
california,MCAR(0.2 MissForest),GaussianCopula,0,0,0.6559524382,-0.645239765,0.6389654326,0,0,0,0.1206193475,0.3444282946,722.7898714,0,0.1459850223,0.441034612,6.509435813,0.5974351433,-4.187882332,0.5600903435,0,0,0,0.3911435852,0.4308454296,0.4392566248,0,0,0,0.804350173,0.5965959114,0.7622463366,0,0,0,0.8308808513,0.5794819314,0.7942684255,0,0,0
california,MCAR(0.2 MissForest),TVAE,0,0,0.6559524382,-5.409965872,0.6387640221,0,0,0,0.4276728036,0.7802002584,1542.50573,0.08148148148,0.2457045748,0.4395325741,95.66072631,0.5974351433,-23.44341131,0.5752566297,0,0,0,0.3911435852,0.5066182413,0.4201521731,0,0,0,0.804350173,0.6567052091,0.7665188989,0,0,0,0.8308808513,0.6402243712,0.7931283868,0,0,0
california,MCAR(0.2 MissForest),CopulaGAN,0,0,0.6559524382,0.0159545315,0.6119067088,0,0,0,0.2272488695,0.5113210594,307.9794865,0.03703703704,0.2987833386,0.4444266315,133.763653,0.5974351433,-0.4439395085,0.5192819526,0,0,0,0.3911435852,0.1210415407,0.3637710006,0,0,0,0.804350173,0.2340741815,0.7805434794,0,0,0,0.8308808513,0.1526419123,0.7840304028,0,0,0
california,MCAR(0.2 MissForest),CTABGAN,0,0,0.6559524382,0.5281479731,0.6488761078,0,0,0,0.196935562,0.510125969,60.15808535,0.1703703704,0.2924861343,0.4528083702,114.9668668,0.5974351433,0.5494252515,0.5767259455,0,0,0,0.3911435852,0.454196389,0.4115617477,0,0,0,0.804350173,0.5614247407,0.799174518,0,0,0,0.8308808513,0.5475455111,0.80804222,0,0,0
california,MCAR(0.2 MissForest),stasy,0,0,0.6559524382,0.580696141,0.6504944221,0,0,0,0.2966408269,0.6857235142,96.92420351,0.02962962963,0.3200121286,0.443710696,3619.652578,0.5974351433,0.5762504817,0.5861091056,0,0,0,0.3911435852,0.3654434816,0.3739723781,0,0,0,0.804350173,0.691576139,0.8186302263,0,0,0,0.8308808513,0.6895144616,0.8232659784,0,0,0
california,MCAR(0.2 MissForest),TabDDPM,0,0,0.6559524382,0.6470525493,0.660459267,0,0,0,0.6574814276,0.9232396641,60.49755422,0.1851851852,0.3323185692,3.65E-01,146.2903179,0.5974351433,0.5834885078,0.5865987915,0,0,0,0.3911435852,0.4707836677,0.4356421035,0,0,0,0.804350173,0.759711603,0.798367201,0,0,0,0.8308808513,0.774226419,0.8212289722,0,0,0
bean,MCAR(0.2 MissForest),oracle,0,0,0,0,0,0.8076729461,0.8076729461,0.7960192638,1,0.9618068307,0,0,0,0.8332770088,0.0007355213165,0,0,0,0.8506566866,0.8506566866,0.8029091775,0,0,0,0.5081498776,0.5081498776,0.5081498776,0,0,0,0.9339874155,0.9339874155,0.9341339131,0,0,0,0.9378978047,0.9378978047,0.9388840869
bean,MCAR(0.2 MissForest),CTGAN,0,0,0,0,0,0.8076729461,0.6778792189,0.7846250935,0.0003000244918,0.004308972947,0,0,0,0.4511221829,153.0693733,0,0,0,0.8506566866,0.3994528845,0.6527151882,0,0,0,0.5081498776,0.5913484486,0.6164506579,0,0,0,0.9339874155,0.8598536962,0.932850375,0,0,0,0.9378978047,0.8608618462,0.9364841529
bean,MCAR(0.2 MissForest),GaussianCopula,0,0,0,0,0,0.8076729461,0.2220835337,0.7780699165,0.03207812883,0.09276533235,0,0,0,0.6353924106,16.23499266,0,0,0,0.8506566866,0.2070639791,0.6823957229,0,0,0,0.5081498776,0.2354592277,0.5671839614,0,0,0,0.9339874155,0.2250110234,0.9301954753,0,0,0,0.9378978047,0.2207999047,0.9325045063
bean,MCAR(0.2 MissForest),TVAE,0,0,0,0,0,0.8076729461,0.7292935707,0.7816772409,0.01337252021,0.0971232709,0,0,0,0.4475715025,91.80853049,0,0,0,0.8506566866,0.6474639073,0.8055793603,0,0,0,0.5081498776,0.510413722,0.4540674941,0,0,0,0.9339874155,0.8824006304,0.9320583679,0,0,0,0.9378978047,0.8768960231,0.9350037412
bean,MCAR(0.2 MissForest),CopulaGAN,0,0,0,0,0,0.8076729461,0.6303346986,0.8007426402,9.80E-05,0.002570694087,0,0,0,0.6651556407,164.6777396,0,0,0,0.8506566866,0.2840735881,0.6682457931,0,0,0,0.5081498776,0.550868366,0.6640711443,0,0,0,0.9339874155,0.8420376891,0.9336081451,0,0,0,0.9378978047,0.8443591511,0.9370454782
bean,MCAR(0.2 MissForest),CTABGAN,0,0,0,0,0,0.8076729461,0.7732285868,0.8327552144,0.0476549106,0.2134410577,0,0,0,0.4504971042,87.44010623,0,0,0,0.8506566866,0.7016692496,0.7757826557,0,0,0,0.5081498776,0.6698929743,0.6848787823,0,0,0,0.9339874155,0.8758033488,0.9345206027,0,0,0,0.9378978047,0.8455487747,0.9358388168
bean,MCAR(0.2 MissForest),stasy,0,0,0,0,0,0.8076729461,0.6273302539,0.7584167071,0.005247367132,0.02171624434,0,0,0,8.67E-01,2372.389218,0,0,0,0.8506566866,0.05902430902,0.6275326002,0,0,0,0.5081498776,0.5975426609,0.5320790771,0,0,0,0.9339874155,0.9279564474,0.9355628454,0,0,0,0.9378978047,0.9247975984,0.9384923057
bean,MCAR(0.2 MissForest),TabDDPM,0,0,0,0,0,0.8076729461,0.7679541146,0.7783026581,0.7547269165,0.9590402742,0,0,0,0.3594585419,161.8425917,0,0,0,0.8506566866,0.8166376566,0.8286052575,0,0,0,0.5081498776,0.3841348631,0.409478572,0,0,0,0.9339874155,0.9341784814,0.9361263857,0,0,0,0.9378978047,0.9368654572,0.9390004173
