dataset,missingness,method,MinMAE,AvgMAE,PercentBias,CoverageRate,W_train,W_test,MeanVariance,MeanMAD,MedianMAD,R2_imp,F1_imp,time,R2_lin,F1_lin,R2_linboost,F1_linboost,R2_tree,F1_tree,R2_treeboost,F1_treeboost
libras,MCAR(0.2),softimpute,0.06173403593,0.06173403593,0,0,0.8218907007,9.242171331,5.08E-34,1.91E-16,0,0,0.5653059023,84.85960666,0,0.686042846,0,0.05458636982,0,0.8063927924,0,0.7142016009
libras,MCAR(0.2),GAIN,0.04423318419,0.0444625541,0,0,0.8002841922,9.174080655,4.47E-07,0.002477735469,0.002302114087,0,0.5768558328,41.8196609,0,0.7204049037,0,0.05432671927,0,0.8018638201,0,0.7308278882
planning_relax,MCAR(0.2),oracle,0,0,0,0,0,1.444708645,5.19E-34,1.78E-16,0,0,0.4314188016,6.28E-06,0,0.3994260604,0,0.3970594979,0,0.448442713,0,0.4807469349
planning_relax,MCAR(0.2),KNN(n_neighbors=1),0.1395167141,0.1395167141,0,0,0.3262920968,1.501606359,4.22E-34,1.75E-16,0,0,4.56E-01,0.008369922638,0,0.4031222807,0,0.5133829778,0,0.448750676,0,0.4582865115
planning_relax,MCAR(0.2),MissForest,0.06236072387,0.07192170963,0,0,0.1685588036,1.428177143,2.63E-04,4.70E-02,4.26E-02,0,0.4621236154,9.01E+01,0,0.433575575,0,0.4671082751,0,0.4579132967,0,0.489897315
planning_relax,MCAR(0.2),miceforest,0.04978730844,0.08068526099,0,0,0.1891204,1.439373529,2.95E-03,1.77E-01,0.16096732,0,0.4548670811,1.71E+01,0,0.4180672582,0,0.4649815152,0,0.4549786237,0,0.4814409272
planning_relax,MCAR(0.2),ice,0.03173456331,0.06272200077,0,0,0.1467433439,1.449971317,3.93E-03,1.86E-01,0.1736089371,0,0.4775933976,2.334850788,0,0.4359611563,0,0.5108125196,0,0.456061046,0,0.5075388687
planning_relax,MCAR(0.2),OT,0.08225019004,0.1012939975,0,0,0.2374828773,1.436219101,1.25E-03,1.05E-01,9.63E-02,0,0.456835139,639.4485626,0,0.4285729564,0,0.4489568845,0,0.4642498642,0,0.4855608509
planning_relax,MCAR(0.2),softimpute,0.05842388367,0.05842388367,0,0,0.1369019743,1.417406107,4.31E-34,1.76E-16,0,0,0.4700098388,5.109567245,0,0.4275969628,0,0.5396150976,0,0.4534549434,0,0.4593723515
planning_relax,MCAR(0.2),GAIN,0.0911378482,0.09275393682,0,0,0.2174688681,1.43659938,3.78E-06,0.007369778777,6.83E-03,0,0.4836080612,21.57692854,0,0.430966726,0,0.4878435582,0,0.4544591142,0,0.5611628464
blood_transfusion,MCAR(0.2),oracle,0,0,0,0,0,0.1082559128,1.80E-34,8.35E-17,0.00E+00,0,0.6011942398,6.44E-06,0,0.5654270943,0,0.6518887858,0,0.5935972385,0,0.5938638405
blood_transfusion,MCAR(0.2),KNN(n_neighbors=1),0.1183399128,0.1183399128,0,0,0.06680874454,0.1314513658,1.19E-34,8.38E-17,0,0,0.5798212613,0.01491371791,0,0.5554850547,0,0.5567876952,0,0.6107785828,0,0.5962337126
blood_transfusion,MCAR(0.2),MissForest,0.04385028249,0.05343478721,0,0,0.03037807072,0.111072608,4.58E-04,4.07E-02,0.03654517331,0,0.6083050583,26.20872712,0,0.561233529,0,0.6483238472,0,0.6047309035,0,0.6189319535
blood_transfusion,MCAR(0.2),miceforest,0.02730019858,0.06549039412,0,0,0.02978616152,0.1122248377,5.25E-03,1.85E-01,0.1654649137,0,5.97E-01,6.551224788,0,0.555355664,0,0.6379566559,0,0.5898506321,0,0.6043063836
blood_transfusion,MCAR(0.2),ice,0.0295733784,0.08209670985,0.00E+00,0,0.03960246861,0.1161966048,7.84E-03,2.51E-01,0.2324696129,0,0.5841980134,8.89E-01,0,0.5487275475,0,0.6155414072,0,0.5838392293,0,0.5886838698
blood_transfusion,MCAR(0.2),OT,0.1054146248,0.1116437075,0.00E+00,0,0.08727372293,0.1437620159,5.31E-05,2.48E-02,0.02026385799,0,0.5985847778,1.12E+02,0,0.5733179702,0,0.6210712384,0,0.594486586,0,0.6054633168
blood_transfusion,MCAR(0.2),softimpute,0.1154256442,0.1154256442,0,0,0.08632776895,0.1480702417,7.93E-35,7.48E-17,0,0,0.5861589003,4.282574574,0,0.5408977987,0,0.5974552736,0,0.5969590946,0,0.6093234344
blood_transfusion,MCAR(0.2),GAIN,0.1060106522,0.1077539656,0,0,0.07485998879,0.1374810814,3.71E-06,6.38E-03,0.005892794601,0,0.5849345264,19.07042861,0,0.5807155408,0,0.6280866312,0,0.5579540224,0,0.5729819113
breast_cancer_diagnostic,MCAR(0.2),oracle,0,0,0,0,0,1.852712409,1.59E-34,8.50E-17,0,0,0.9613779549,6.60E-06,0,0.9653953526,0,0.9557957103,0,0.9559334667,0,0.9683872901
breast_cancer_diagnostic,MCAR(0.2),KNN(n_neighbors=1),0.06308321249,0.06308321249,0,0,0.3782659654,1.884708491,1.44E-34,8.41E-17,0,0,0.952853564,0.03406977654,0,0.9558232878,0,0.9496625152,0,0.9529741333,0,0.9529543195
breast_cancer_diagnostic,MCAR(0.2),MissForest,0.03291429606,0.0363974611,0,0,0.2182403536,1.822308945,7.70E-05,2.28E-02,0.02093665723,0,0.958772462,220.5510279,0,0.9616611751,0,0.9594839668,0,0.9586146683,0,0.9553300379
breast_cancer_diagnostic,MCAR(0.2),miceforest,0.0294476592,0.03979132973,0,0,0.2385946722,1.832439773,7.11E-04,0.08001322195,0.07319476914,0,0.9576051027,82.5086925,0,0.9634966652,0,0.9508561714,0,0.9594342133,0,0.9566333611
breast_cancer_diagnostic,MCAR(0.2),ice,0.0433060625,0.06913528436,0,0,0.4144625212,1.964158491,6.12E-03,2.73E-01,0.2525237079,0,0.9581910759,9.260042111,0,0.9640344532,0,0.9518963143,0,0.95971559,0,0.9571179461
breast_cancer_diagnostic,MCAR(0.2),OT,0.1360621603,0.2074214751,0,0,1.243569183,2.625978989,4.44E-02,6.66E-01,0.5930317555,0,9.52E-01,115.4511105,0,0.9579080281,0,0.9490317252,0,0.9509945735,0,0.9489963247
breast_cancer_diagnostic,MCAR(0.2),softimpute,0.1264488206,0.1264488206,0.00E+00,0,0.7525724672,2.17513828,1.28E-34,8.10E-17,0,0,0.9416485485,2.41E+01,0,0.9436877382,0,0.9380883277,0,0.9470287356,0,0.9377893923
breast_cancer_diagnostic,MCAR(0.2),GAIN,0.04826754781,0.04899219361,0.00E+00,0,0.293618523,1.853140148,1.72E-06,4.75E-03,0.00439625613,0,0.9539906781,2.59E+01,0,0.9557421125,0,0.9510611927,0,0.9581595043,0,0.950999903
connectionist_bench_vowel,MCAR(0.2),oracle,0,0,0,0,0,0.6725393433,4.04E-34,1.43E-16,0,0,0.6500737378,6.68E-06,0,0.6716818249,0,0.0767009015,0,0.9569156874,0,0.8949965374
connectionist_bench_vowel,MCAR(0.2),KNN(n_neighbors=1),0.05614366432,0.05614366432,0,0,0.1130821806,0.6992392557,4.24E-34,1.44E-16,0,0,0.6452601308,0.03114183744,0,0.6762817026,0,0.09423948215,0,0.9347378052,0,0.8757815333
connectionist_bench_vowel,MCAR(0.2),MissForest,0.05939141352,0.07012272181,0,0,0.1417300391,0.6916894962,0.0002423558139,5.01E-02,0.04627663517,0,0.6535626924,91.35133497,0,0.6696416919,0,0.1313061617,0,0.9304168028,0,0.8828861132
connectionist_bench_vowel,MCAR(0.2),miceforest,0.05492361749,0.09154089418,0,0,0.1850022521,0.7149963338,0.003268526069,0.2149359556,0.198275005,0,0.6643261517,29.13606977,0,0.6614563292,0,0.1951707849,0,0.9246656978,0,0.8760117947
connectionist_bench_vowel,MCAR(0.2),ice,0.08164201098,0.1559030927,0,0,0.3146899639,0.7936337666,0.01557265492,4.92E-01,0.4577279404,0,0.6674925853,2.179261843,0,0.6293326141,0,0.254314682,0,0.9104158952,0,0.87590715
connectionist_bench_vowel,MCAR(0.2),OT,0.06886244492,0.08289963387,0,0,0.1675752251,0.6990146045,0.0003023692256,0.06688786225,0.06212695065,0,0.6535464335,523.6496702,0,0.6650598653,0,0.1291949632,0,0.9331205372,0,0.8868103683
connectionist_bench_vowel,MCAR(0.2),softimpute,0.1337466269,0.1337466269,0,0,0.2703565063,0.7656055661,5.01E-34,1.55E-16,0,0,0.6520585733,10.82220014,0,0.6089756757,0,0.2389351268,0,0.9073469674,0,0.8529765232
connectionist_bench_vowel,MCAR(0.2),GAIN,0.1327436053,0.1345549294,0,0,0.2715901114,0.7622209596,4.67E-06,8.65E-03,0.00800573443,0,6.36E-01,22.01860054,0,0.6004069017,0,0.2004457353,0,0.8939402372,0,0.8503436146
concrete_slump,MCAR(0.2),oracle,0,0,1.19E-15,1,0,1.100286331,3.58E-34,1.49E-16,0,0.8254924131,0,6.20E-06,0.8461201115,0,0.8023021994,0,0.8057604675,0,0.8477868741,0
concrete_slump,MCAR(0.2),KNN(n_neighbors=1),0.1648781486,0.1648781486,7.70E+01,0.2083333333,0.2178019889,1.128763598,5.83E-34,1.61E-16,0,0.7885825976,0,6.77E-03,0.8052302475,0,0.7892593527,0,0.7720320559,0,0.7878087343,0
concrete_slump,MCAR(0.2),MissForest,0.1356299389,0.1578616479,53.8612733,0.9,0.2083361544,1.144685161,7.76E-04,9.54E-02,0.08769929596,0.7817883984,0,43.49156443,0.8107956095,0,0.7758799037,0,0.784919278,0,0.7555588025,0
concrete_slump,MCAR(0.2),miceforest,0.09729218247,0.160882974,62.09624702,0.65,0.2120067093,1.138944805,7.66E-03,3.12E-01,0.2811824645,0.785358168,0,5.750984748,0.805804881,0,0.7750946473,0,0.7866927221,0,0.7738404217,0
concrete_slump,MCAR(0.2),ice,0.145756119,0.3319869622,50.69891901,0.5083333333,0.4354137158,1.245042025,0.09583722779,1.287555574,1.153911196,0.6568299429,0,1.571951151,0.6729364425,0,0.6497490411,0,0.7049481524,0,0.5996861353,0
concrete_slump,MCAR(0.2),OT,0.2238291428,0.2300908312,62.67319706,0.9166666667,0.30366295,1.187046317,7.34E-05,0.02261192134,0.02106832971,0.7166346447,0,110.4044874,0.7592605273,0,0.6795313364,0,0.7432298301,0,0.6845168851,0
concrete_slump,MCAR(0.2),softimpute,0.282674485,0.282674485,80.96349547,0.375,0.3731874065,1.247916964,1.17E-34,1.43E-16,0,0.668920099,0,2.766577085,0.705205088,0,0.6854777011,0,0.7057393805,0,0.5792582264,0
concrete_slump,MCAR(0.2),GAIN,0.1652598234,0.1673163449,83.40017294,0.4166666667,0.2200698177,1.149403594,4.76E-06,8.39E-03,0.007771503892,0.7607321476,0,20.04735057,0.7875492497,0,0.7620474557,0,0.7414291149,0,0.7519027699,0
wine_quality_red,MCAR(0.2),oracle,0,0,8.96E-16,1,0,0.5043086342,9.83E-35,5.82E-17,0,0.3475731869,0,6.20E-06,0.3220754354,0,0.3179794107,0,0.4248786184,0,0.3253592829,0
wine_quality_red,MCAR(0.2),KNN(n_neighbors=1),0.07713097938,0.07713097938,114.655852,0.8181818182,0.1514939748,0.5313952853,9.26E-35,5.82E-17,0,0.3077423478,0.00E+00,0.07274738948,0.3170710074,0,0.2822180152,0,0.3748832246,0,0.2567971438,0
wine_quality_red,MCAR(0.2),MissForest,0.05308742545,0.06235987291,8.02E+01,0.9272727273,0.1240474429,0.5053801069,2.25E-04,4.23E-02,0.0386729484,0.3119667874,0,1.04E+02,0.3158809428,0,0.2867741501,0,0.3842900612,0,0.2609219953,0
wine_quality_red,MCAR(0.2),miceforest,0.0425618131,0.07652594603,6.02E+01,1,0.1510921754,0.5152330662,3.01E-03,1.95E-01,0.1794282231,0.3127571858,0,2.30E+01,0.31782338,0,0.2876000211,0,0.3778154403,0,0.2677899017,0
wine_quality_red,MCAR(0.2),ice,0.0746064423,0.1500850872,118.2048521,0.5757575758,0.2915047419,0.6102172939,2.30E-02,5.69E-01,0.5229726673,0.3148239378,0,3.072061618,0.3153883641,0,0.2878043695,0,0.3718973893,0,0.2842056283,0
wine_quality_red,MCAR(0.2),OT,0.09850051552,0.1468531951,64.42755206,0.8303030303,0.2914266599,0.6230954964,2.14E-02,3.76E-01,0.3306808698,0.2990505005,0,369.6455954,0.3138050008,0,0.2992640939,0,0.3545814725,0,0.228551435,0
wine_quality_red,MCAR(0.2),softimpute,0.1679503267,0.1679503267,106.493784,0.6060606061,0.3342982267,0.6701609952,7.36E-35,5.73E-17,0,0.2935006254,0,15.57378078,0.2940498689,0,0.2543332158,0,0.3518897805,0,0.2737296364,0
wine_quality_red,MCAR(0.2),GAIN,0.08495302144,0.08635530215,102.7387537,0.8181818182,0.1723020548,0.5284912485,2.91E-06,0.006503640246,0.006018705071,0.2821864825,0,22.00708127,0.3023821742,0,0.263088644,0,0.350163429,0,0.213111683,0
wine_quality_white,MCAR(0.2),oracle,0,0,1.79E-15,1,0,0.4338781008,1.24E-34,6.55E-17,0,0.3677915875,0,6.28E-06,0.2622624323,0,0.2939442049,0,0.4878961919,0,0.4270635209,0
wine_quality_white,MCAR(0.2),KNN(n_neighbors=1),0.06430499021,0.06430499021,124.6874923,0.3611111111,0.1385408144,0.4602463438,1.12E-34,6.47E-17,0,0.3391997316,0,0.8428169886,0.267562633,0,0.2911934096,0,0.4306919473,0,0.3673509365,0
wine_quality_white,MCAR(0.2),MissForest,0.04365247236,0.05093598954,155.3070411,0.5777777778,0.1121857012,0.4381479835,1.37E-04,3.46E-02,0.03171611249,0.3332856526,0,204.798863,0.2646480095,0,0.2733817824,0,0.4350531802,0,0.3600596383,0
wine_quality_white,MCAR(0.2),miceforest,0.0386741593,0.07163205793,145.8211185,0.45,0.1560189694,0.4556730982,3.43E-03,2.06E-01,0.1896604017,0.3300462923,0.00E+00,32.25279888,0.2678400574,0,0.2613440614,0,0.4278654414,0,0.3631356092,0
wine_quality_white,MCAR(0.2),ice,0.08819633683,0.1796519349,145.0770052,0.3111111111,0.385419279,0.6332707309,4.06E-02,7.26E-01,0.6527792861,0.3025057956,0,4.30E+00,0.2033753275,0,0.2341297437,0,0.4065282742,0,0.365989837,0
wine_quality_white,MCAR(0.2),OT,0.09039410524,0.1516742965,196.2045959,0.2,0.331840599,0.5960639501,2.50E-02,4.49E-01,0.3964227065,0.3178199755,0,3.19E+02,0.2545958293,0,0.2452575598,0,0.4141220473,0,0.3573044656,0
wine_quality_white,MCAR(0.2),softimpute,0.1706409995,0.1706409995,279.8623831,0.1944444444,0.3766116962,0.6395683672,1.06E-34,6.34E-17,0,0.309523583,0,49.75177479,0.2210795644,0,0.2327694183,0,0.4184116626,0,0.3658336868,0
wine_quality_white,MCAR(0.2),GAIN,0.07570471625,0.07707284378,136.298088,0.4722222222,0.1709392079,0.4659648124,3.08E-06,6.57E-03,0.00607286762,0.330141792,0,21.46904031,0.2630629296,0,0.263307642,0,0.4352545656,0,0.3589420308,0
tictactoe,MCAR(0.2),oracle,0,0,0,0,0,2.033511155,0.00E+00,0,0,0,0.8996244339,6.91E-06,0,0.9787439883,0,0.7195647636,0,0.9097889033,0,0.9904000804
tictactoe,MCAR(0.2),KNN(n_neighbors=1),0.5995466918,0.5995466918,0,0,0.9216185785,1.975024191,0,0,0,0,0.7743488935,0.03198750814,0,0.6841161492,0,0.6650217871,0,0.8504869502,0,0.8977706874
tictactoe,MCAR(0.2),MissForest,0.4398081451,0.5510487806,0,0,0.9026604377,1.958368819,0.01328016538,7.97E-01,0.5991263225,0,0.7922294767,91.3960162,0,0.7306363823,0,0.6775532629,0,0.8521797521,0,0.9085485095
tictactoe,MCAR(0.2),miceforest,0.3198117095,0.5224398914,0,0,0.8428215092,1.936403802,0.02376907138,1.426144283,1.104251123,0,0.7981278299,60.67532714,0,0.7431238621,0,0.6820834668,0,0.8585326483,0,0.9087713425
tictactoe,MCAR(0.2),ice,0.286816895,0.6395644143,0,0,0.98854842,2.036317783,4.14E-02,2.48E+00,2.02138894,0,0.7297766119,1.825261672,0,0.6708577865,0,0.6648500082,0,0.7656442888,0,0.817754364
tictactoe,MCAR(0.2),OT,0.4044140948,5.38E-01,0,0,0.866745395,1.968494129,1.45E-02,8.72E-01,0.6489383872,0,7.54E-01,471.7092677,0,0.6764742646,0,0.6626011656,0,0.8227737534,0,0.8542690808
tictactoe,MCAR(0.2),softimpute,0.6042755292,0.6042755292,0,0,1.02041206,2.073110883,0.00E+00,0.00E+00,0,0,0.7315047122,8.852000793,0,0.6674797757,0,0.6604024654,0,0.7736229663,0,0.8245136413
tictactoe,MCAR(0.2),GAIN,0.5983298853,0.6032781792,0,0,1.024075418,2.051167847,0.0005771316944,3.46E-02,0.02595631174,0,0.72968831,21.62248429,0,0.672381129,0,0.6493076073,0,0.7825584095,0,0.814506094
congress,MCAR(0.2),oracle,0,0,0,0,0,2.399776232,0,0,0,0,0.9466191907,6.36E-06,0,0.9278383913,0,0.95171629,0,0.9510797494,0,0.955842332
congress,MCAR(0.2),KNN(n_neighbors=1),0.297561544,0.297561544,0,0,0.8932948717,2.476891511,0,0,0,0,0.9470346744,0.01706409454,0,0.9396191196,0,0.9678095198,0,0.9449559973,0,0.9357540608
congress,MCAR(0.2),MissForest,0.221549331,0.2825272587,0,0,0.8777588829,2.439107663,0.006260411142,0.3756246685,0.278506029,0,0.944620063,128.0333378,0,0.9310817542,0,0.9518243655,0,0.9467764734,0,0.948797659
congress,MCAR(0.2),miceforest,0.1691908431,0.2941280845,0,0,0.8822314802,2.421703151,0.01276312996,0.7657877975,0.5718117717,0,0.9379821767,49.42406297,0,0.9159806814,0,0.9485784741,0,0.9427100312,0,0.94465952
congress,MCAR(0.2),ice,0.1792932216,0.4142836744,0,0,1.222987747,2.710560459,0.02945861844,1.77E+00,1.362622491,0,0.9445151728,3.015396198,0,0.9463960021,0,0.9455379622,0,0.9393625072,0,0.9467642197
congress,MCAR(0.2),OT,0.220014625,0.2845033995,0,0,0.8554595432,2.409590449,0.005874202867,3.52E-01,0.2582993675,0,0.9401749996,465.3484719,0,0.9278573324,0,0.9420880613,0,0.9469403717,0,0.9438142329
congress,MCAR(0.2),softimpute,0.3496762976,0.3496762976,0,0,1.108896002,2.587896502,0,0.00E+00,0,0,0.935731023,9.033224503,0,0.9127393942,0,0.9559167025,0,0.9377102663,0,0.9365577293
congress,MCAR(0.2),GAIN,0.3521866126,3.62E-01,0,0,1.09368047,2.577968208,0.000688405424,4.13E-02,0.03085950105,0,9.47E-01,23.771305,0,0.9420354279,0,0.9559386793,0,0.9497918034,0,0.9409228971
car,MCAR(0.2),oracle,0,0,0,0,0,1.101833408,0,0.00E+00,0,0,0.7444092371,5.96E-06,0,0.8649293999,0,0.5903696489,0,0.6097108019,0,0.9126270976
car,MCAR(0.2),KNN(n_neighbors=1),0.676417461,0.676417461,0,0,0.5119341417,1.07688936,0,0.00E+00,0,0,0.6908170776,0.05852190653,0,0.7898432248,0,0.5425613635,0,0.6442654533,0,0.7865982686
car,MCAR(0.2),MissForest,0.5833549195,0.7064395354,0,0,0.6433609558,1.160241598,0.01370283639,0.9590481591,0.7290396136,0,0.7017646898,65.32679621,0,0.8321984485,0,0.5530579376,0,0.6089700054,0,0.8128323676
car,MCAR(0.2),miceforest,0.3448248763,0.6896075104,0,0,0.50678238,1.073193462,0.03532650543,2.472453745,2.019006608,0,0.6521713977,19.88291113,0,0.7489090141,0,0.5537857582,0,0.5869903665,0,0.719000452
car,MCAR(0.2),ice,0.3050823186,0.6868911122,0,0,0.4442312182,1.053850941,0.03825698871,2.677563274,2.212995414,0,0.6648280376,1.234414895,0,0.7663600821,0,0.6611199067,0,0.5584405106,0,0.673391651
car,MCAR(0.2),OT,0.4861968953,0.673364251,0,0,0.5668326486,1.110794398,0.01886384439,1.320320425,0.9994166767,0,0.7309481028,491.5209327,0,0.842899468,0,0.6799579522,0,0.6017322293,0,0.7992027617
car,MCAR(0.2),softimpute,0.6993525223,0.6993525223,0,0,0.6912462177,1.14395716,0,0.00E+00,0,0,0.6630998464,10.3351717,0,0.7648119122,0,0.6603627958,0,0.540160334,0,0.6870643438
car,MCAR(0.2),GAIN,0.6759781344,0.6866209368,0,0,0.7210660218,1.126428207,0.001050936718,0.07361670743,0.05409994592,0,0.6608243166,22.10077031,0,0.7515224978,0,0.6249543727,0,0.5656256117,0,0.7011947842
california,MCAR(0.2),ice,0.0349853345,0.08819027398,36.5765789,0.2222222222,0,0,0.0130885915,3.14E-01,0.291127775,0.6521616331,0,6.701618671,0.5887163172,0,0.4228808849,0,0.7915346348,0,0.8055146956,0
california,MCAR(0.2),OT,0.07721131478,9.30E-02,75.45880371,0.1851851852,0,0,0.0004584444479,6.11E-02,0.05607326549,0.6256065322,0.00E+00,125.790948,0.539726431,0,0.396628198,0,0.772334689,0,0.7937368108,0
california,MCAR(0.2),softimpute,0.1410082246,0.1410082246,90.02554716,0.1851851852,0,0,8.32E-35,7.20E-17,0,0.6267298857,0,145.3868548,0.5047511301,0,0.4299960112,0,0.776568346,0,0.7956040556,0
california,MCAR(0.2),GAIN,0.08834182686,0.08979683402,68.25502395,0.1851851852,0,0,3.43E-06,5.75E-03,0.005317132517,0.6403324354,0,23.15450621,0.5472380184,0,0.4426946693,0,0.7733842927,0,0.7980127612,0
bean,MCAR(0.2),oracle,0,0,0,0,0,0,4.13E-34,1.19E-16,0,0,0.7995593024,6.20E-06,0,0.8182021116,0,0.5081498776,0,0.9339874155,0,0.9378978047
bean,MCAR(0.2),KNN(n_neighbors=1),0.02437188987,0.02437159177,0,0,0,0,3.96E-34,1.18E-16,0,0,0.8046422989,10.23333748,0,0.7767861114,0,0.5728977003,0,0.9333511712,0,0.9355342126
bean,MCAR(0.2),MissForest,0.01109341882,0.01285122883,0,0,0,0,1.89E-05,0.006899104021,0.006360934742,0,0.8335131141,1161.34898,0,0.8391473075,0,0.6231486536,0,0.9347707833,0,0.9369857118
bean,MCAR(0.2),miceforest,0.008022776331,0.01842151676,0,0,0,0,0.0009930984082,0.05647073807,0.05198726522,0,0.8218789312,71.51956701,0,0.8298713848,0,0.5880432567,0,0.9333859698,0,0.9362151135
bean,MCAR(0.2),ice,0.03374642037,0.06506700906,0,0,0,0,0.007007319746,2.73E-01,0.2524843541,0,0.7939697169,17.89114475,0,0.8083816605,0,0.5044452744,0,0.9292771214,0,0.9337748112
bean,MCAR(0.2),OT,0.1616420205,0.2621778968,0,0,0,0,0.07538739298,0.9112124633,0.7754428473,0,0.7278772262,109.6208738,0,0.6721738365,0,0.3780339657,0,0.9278068673,0,0.9334942354
bean,MCAR(0.2),softimpute,0.3259404632,0.3259404632,0,0,0,0,2.20E-34,1.09E-16,0,0,0.7186240712,182.6149727,0,0.7160905563,0,0.2946755282,0,0.9301458972,0,0.9335843031
bean,MCAR(0.2),GAIN,0.03019982803,3.11E-02,0,0,0,0,1.47E-06,4.18E-03,0.003874635208,0,7.57E-01,24.03149907,0,0.7879438563,0,0.3721665136,0,0.9333242554,0,0.9351822694
